 200,0,0
175,43.3,0
150,86.6,0
125,129.9,0
100,173.21,0
50,173.21,0
0,173.21,0
-50,173.21,0
-100,173.21,0
-125,129.9,0
-150,86.6,0
-175,43.3,0
-200,0,0
-175,-43.3,0
-150,-86.6,0
-125,-129.9,0
-100,-173.21,0
-50,-173.21,0
0,-173.21,0
50,-173.21,0
100,-173.21,0
125,-129.9,0
150,-86.6,0
175,-43.3,0
